lead_id,name,company,title,industry,region,website_visits,pages_per_visit,time_on_site,content_downloads,lead_source,converted,stage
L13471,Ms. Kimberly Ramirez,"Hayes, Mendoza and Stephens",Head of Sales,Software,Oceania,5,5.0,470,1,Google,0,Negotiation
L13472,William Rosales,"Garcia, Brown and Thompson",Business Development Executive,Retail,Asia,0,0.0,0,0,Olark Chat,0,Prospecting
L13473,Alexander Anderson,Howe PLC,Revenue Ops Analyst,Technology,Oceania,0,0.0,0,0,Reference,1,Qualification
L13474,Michael Miles,Moody LLC,VP of Marketing,Consulting,South America,0,0.0,0,0,Olark Chat,1,Prospecting
L13475,Lucas Caldwell,Wiley-Dixon,Revenue Ops Analyst,Software,South America,2,1.0,1142,0,Google,1,Prospecting
L13476,Jeremy Gill,Lopez-Garcia,Sales Director,Healthcare,Asia,12,4.0,1261,2,Google,0,Closed Lost
L13477,Aaron Espinoza,King Group,Head of Sales,Software,Europe,2,1.0,253,1,Google,0,Prospecting
L13478,David Bird,Moreno-West,Growth Lead,Consulting,Oceania,2,2.0,18,3,Organic Search,0,Proposal
L13479,Eddie Le,"Stevens, Fisher and Sanchez",Business Development Executive,Technology,Africa,1,1.0,389,1,Direct Traffic,0,Closed Won
L13480,Jonathan Zimmerman,Blackburn-Chambers,Account Manager,Software,North America,0,0.0,0,1,Olark Chat,0,Prospecting
L13481,Geoffrey Gray,Hubbard-Bell,VP of Marketing,Retail,Africa,9,1.8,351,1,Direct Traffic,1,Negotiation
L13482,Latasha Cook,Parrish-Hayes,Business Development Executive,Technology,Europe,4,2.0,1653,0,Referral Sites,1,Prospecting
L13483,Tiffany Mendoza,"Page, Hall and Davis",Revenue Ops Analyst,Consulting,Oceania,4,4.0,310,0,Google,0,Closed Lost
L13484,Tammy Mann,Cooper Group,Sales Director,Software,Oceania,3,1.5,23,0,Google,0,Qualification
L13485,Kenneth Jordan,"Diaz, Velazquez and Flores",Revenue Ops Analyst,Healthcare,Africa,3,3.0,995,2,Google,1,Prospecting
L13486,Kim Ward,Moore Group,Business Development Executive,Software,Oceania,4,4.0,42,0,Google,0,Qualification
L13487,Morgan Flores,Ruiz and Sons,VP of Marketing,Finance,Asia,0,0.0,0,2,Olark Chat,1,Proposal
L13488,Shelley Frazier,Merritt-Graves,Marketing Manager,Technology,Asia,0,0.0,0,0,Olark Chat,0,Qualification
L13489,Renee Cox,Chambers Inc,Sales Director,Finance,Oceania,4,4.0,251,0,Direct Traffic,0,Qualification
L13490,Deborah Murphy,"Miranda, Perez and Parker",Sales Director,Consulting,Oceania,15,7.5,1000,0,Direct Traffic,1,Proposal
L13491,Katherine Reynolds,Leon LLC,Business Development Executive,Healthcare,Europe,3,3.0,1183,0,Direct Traffic,1,Prospecting
L13492,Jessica Werner,Dickerson Inc,Marketing Manager,Consulting,Asia,2,2.0,1360,1,Google,0,Proposal
L13493,Tyler Hoffman,"Mayer, Williams and Coleman",Growth Lead,Manufacturing,Africa,3,1.5,70,0,Google,0,Qualification
L13494,Jeremy Holmes,White-Smith,Revenue Ops Analyst,Retail,South America,4,4.0,218,1,Direct Traffic,0,Prospecting
L13495,Tony Washington,Williams PLC,Revenue Ops Analyst,Healthcare,Oceania,2,1.0,130,0,Olark Chat,0,Proposal
L13496,Scott Sparks,Wang-Robinson,Chief Product Officer,Healthcare,Oceania,2,2.0,257,2,Direct Traffic,0,Closed Won
L13497,James Romero,"Valencia, Hill and Bailey",Business Development Executive,Manufacturing,Asia,7,2.33,90,0,Direct Traffic,0,Prospecting
L13498,Rebecca Rogers,Rodriguez-Robinson,Marketing Manager,Consulting,Europe,0,0.0,0,1,Olark Chat,1,Prospecting
L13499,Cassie Shaw,"Arnold, Ruiz and Woods",Account Manager,Technology,Asia,0,0.0,0,1,Olark Chat,0,Negotiation
L13500,Cindy Black,"Wood, Elliott and Crawford",Marketing Manager,Software,North America,5,5.0,1400,2,Direct Traffic,0,Proposal
L13501,Nicholas Ramos,Clay Group,Marketing Manager,Retail,Asia,5,2.5,171,0,Organic Search,0,Closed Won
L13502,Christian Jackson,Wright-Cooper,Sales Director,Consulting,Africa,0,0.0,0,1,Olark Chat,1,Closed Won
L13503,Jeffrey Vaughn,Nichols Inc,Account Manager,Retail,Oceania,3,3.0,1177,2,Google,1,Qualification
L13504,Donna Peck,"Contreras, Brown and Mata",Growth Lead,Finance,Europe,3,3.0,231,0,Direct Traffic,0,Negotiation
L13505,Amy Jackson,Simon-Rasmussen,Sales Director,Retail,Asia,0,0.0,0,0,Olark Chat,0,Prospecting
L13506,Christian Ellis,Salazar-Morrison,Business Development Executive,Retail,Africa,6,6.0,168,1,Direct Traffic,0,Closed Won
L13507,Erica Garcia,Vargas and Sons,Business Development Executive,Consulting,Asia,5,5.0,1106,0,Direct Traffic,1,Prospecting
L13508,James Adams,Johnson-Martinez,Growth Lead,Manufacturing,Asia,3,3.0,776,0,Organic Search,1,Proposal
L13509,Mary Johnson,Hardy Group,Chief Product Officer,Manufacturing,South America,0,0.0,0,3,Reference,1,Prospecting
L13510,Anna Golden,"Tapia, Perez and Ford",Growth Lead,Software,South America,7,7.0,1123,1,Direct Traffic,1,Negotiation
L13511,Sophia Martin DVM,"Estes, Pearson and Thomas",Head of Sales,Healthcare,North America,2,2.0,91,2,Google,0,Prospecting
L13512,Larry Dalton,"Snyder, Rhodes and Mejia",Chief Product Officer,Manufacturing,North America,1,1.0,938,0,Reference,1,Qualification
L13513,Donna Cruz,Kelly LLC,Marketing Manager,Software,Oceania,2,2.0,834,1,Direct Traffic,1,Prospecting
L13514,Brittany Good,Meyers-Brown,Growth Lead,Manufacturing,Asia,4,2.0,241,0,Direct Traffic,0,Prospecting
L13515,Martin Park,"Brown, Evans and Madden",Business Development Executive,Manufacturing,Europe,2,2.0,31,1,Direct Traffic,0,Prospecting
L13516,John Weiss,"Rocha, Pittman and Donaldson",Marketing Manager,Manufacturing,Asia,0,0.0,0,0,Olark Chat,0,Closed Lost
L13517,Miguel Marsh,Wilson Inc,Sales Director,Manufacturing,Oceania,5,2.5,167,0,Google,0,Closed Lost
L13518,Jorge Cox,Chan-Hill,VP of Marketing,Technology,South America,0,0.0,0,1,Reference,1,Qualification
L13519,Ashley West,Johnson-Daniels,VP of Marketing,Retail,Asia,0,0.0,0,1,Olark Chat,0,Qualification
L13520,Sherry Wilson MD,Ramos-Scott,Account Manager,Retail,Africa,0,0.0,0,1,Olark Chat,0,Prospecting
L13521,Ashley Perez,"Ferguson, Nelson and Willis",Head of Sales,Finance,Oceania,0,0.0,0,0,Reference,1,Proposal
L13522,Ralph Hampton DDS,Sexton Ltd,Account Manager,Technology,Europe,3,3.0,1083,0,Direct Traffic,1,Closed Lost
L13523,Lori Hicks,"Murphy, Romero and Rogers",Chief Product Officer,Consulting,Oceania,2,2.0,846,0,Direct Traffic,0,Qualification
L13524,George Jones,"Silva, Hodge and Reid",Chief Product Officer,Healthcare,Europe,2,1.0,772,0,Google,0,Prospecting
L13525,Melissa Escobar,"Norris, Baldwin and Herrera",Growth Lead,Software,Asia,6,6.0,160,1,Organic Search,0,Prospecting
L13526,Mrs. Jessica Baldwin,"Gross, Russell and Zimmerman",Account Manager,Retail,Europe,9,2.25,195,0,Google,0,Closed Lost
L13527,Troy Wheeler,Gonzalez Inc,Marketing Manager,Healthcare,Oceania,4,2.0,1847,0,Google,1,Negotiation
L13528,Kim Diaz,"Mills, Sloan and Brown",Chief Product Officer,Manufacturing,Oceania,2,2.0,274,2,Organic Search,0,Prospecting
L13529,Melinda Martinez,Rose and Sons,Sales Director,Retail,South America,4,4.0,1621,1,Google,1,Qualification
L13530,Faith Anderson,"Whitaker, Burnett and Richardson",Revenue Ops Analyst,Finance,Europe,0,0.0,0,1,Olark Chat,0,Negotiation
L13531,Christine Hudson,"Patterson, Hall and Hudson",Account Manager,Consulting,Asia,3,3.0,276,0,Organic Search,0,Prospecting
L13532,Joe Blevins,Stephens Inc,Account Manager,Technology,Europe,3,1.5,100,2,Google,0,Proposal
L13533,Priscilla Thomas,"Weber, Herrera and Johnson",Business Development Executive,Technology,North America,5,5.0,60,0,Direct Traffic,0,Prospecting
L13534,Kelly Crosby,Parks-Thompson,Revenue Ops Analyst,Finance,Asia,2,2.0,289,0,Google,0,Qualification
L13535,Zachary Valentine,"Zimmerman, Figueroa and Miles",Growth Lead,Software,Asia,2,2.0,59,0,Google,0,Proposal
L13536,David Mccoy,Kim LLC,Sales Director,Retail,Asia,0,0.0,0,2,Reference,1,Closed Lost
L13537,William Morales,Blevins Group,Growth Lead,Software,Europe,3,3.0,264,0,Google,0,Closed Won
L13538,Gordon Blair,Thompson Inc,Marketing Manager,Software,Europe,2,2.0,33,0,Google,0,Negotiation
L13539,Joshua Roman,Howard-Jones,Chief Product Officer,Retail,Asia,1,1.0,226,0,Direct Traffic,0,Negotiation
L13540,Robert Clark,Martinez-Green,VP of Marketing,Retail,Oceania,2,1.0,535,0,Google,0,Negotiation
L13541,Kevin Stewart,"Phelps, Dawson and Lane",Account Manager,Software,Africa,4,4.0,981,0,Google,1,Qualification
L13542,Destiny Barron,"Ewing, Rodgers and Torres",VP of Marketing,Technology,Oceania,4,4.0,21,0,Direct Traffic,0,Prospecting
L13543,John Gomez,"Austin, Harris and Ward",Chief Product Officer,Manufacturing,North America,3,3.0,301,3,Organic Search,1,Closed Won
L13544,Mr. Craig Williams,Alexander-Garrett,Business Development Executive,Software,Europe,3,3.0,382,0,Direct Traffic,0,Closed Won
L13545,Brian Johnson,Preston LLC,Head of Sales,Consulting,Europe,14,2.8,174,1,Google,0,Prospecting
L13546,Mark Vega,Quinn Group,Business Development Executive,Consulting,Asia,0,0.0,0,2,Welingak Website,1,Prospecting
L13547,Patrick Watson,Wise PLC,Marketing Manager,Manufacturing,Africa,6,3.0,1279,1,Direct Traffic,1,Closed Won
L13548,Justin Fuller,Reed Inc,Sales Director,Manufacturing,South America,0,0.0,0,0,Olark Chat,0,Qualification
L13549,Crystal Bryant,Garza LLC,Growth Lead,Finance,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L13550,Mr. Timothy English,Oliver PLC,Chief Product Officer,Finance,Europe,9,9.0,1468,2,Google,1,Closed Lost
L13551,Andrew Moody,"Hayes, Martinez and George",VP of Marketing,Retail,Europe,6,1.2,263,0,Google,0,Prospecting
L13552,Laura White,Chan-Becker,VP of Marketing,Technology,Oceania,3,3.0,1399,1,Google,1,Qualification
L13553,Ian Hernandez,Flores-Long,Chief Product Officer,Finance,Europe,5,5.0,498,0,Google,0,Qualification
L13554,Walter Villanueva,Price-Salinas,Sales Director,Finance,Europe,1,1.0,131,2,Direct Traffic,0,Proposal
L13555,William Russell,Koch Inc,Sales Director,Consulting,Asia,3,3.0,139,0,Direct Traffic,1,Proposal
L13556,Matthew Joyce,Jones PLC,Business Development Executive,Manufacturing,Europe,4,4.0,282,0,Organic Search,0,Qualification
L13557,Christopher Rodriguez,"Cook, Martin and Tucker",Business Development Executive,Manufacturing,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L13558,Jeremy Delgado,Reyes-Mitchell,VP of Marketing,Finance,Europe,6,6.0,1975,0,Google,1,Prospecting
L13559,Nicholas Moore,Perez PLC,Chief Product Officer,Healthcare,South America,2,2.0,1302,0,Direct Traffic,1,Proposal
L13560,Charles Cooper,Pope and Sons,Growth Lead,Technology,South America,4,4.0,1645,1,Organic Search,0,Negotiation
L13561,Amanda Escobar,Jackson-Brooks,Marketing Manager,Consulting,South America,1,1.0,149,1,Google,0,Closed Lost
L13562,Tommy Lee,Thomas Group,Growth Lead,Consulting,South America,8,8.0,1271,0,Direct Traffic,1,Prospecting
L13563,Raymond Doyle,Cobb-Gray,Account Manager,Healthcare,South America,0,0.0,0,1,Olark Chat,0,Closed Lost
L13564,Courtney Maxwell,Rose Group,Head of Sales,Manufacturing,Europe,0,0.0,0,1,Olark Chat,0,Negotiation
L13565,Carrie Murphy,Moore Inc,Business Development Executive,Manufacturing,North America,7,7.0,1,1,Referral Sites,0,Prospecting
L13566,Tyler Evans,Gross LLC,Marketing Manager,Retail,Europe,0,0.0,0,0,Welingak Website,1,Prospecting
L13567,Edward Ramirez,"Miller, Webb and Howard",VP of Marketing,Consulting,Europe,0,0.0,0,1,Olark Chat,1,Closed Won
L13568,Lindsey Miller,Lambert Ltd,Business Development Executive,Technology,Oceania,3,1.0,140,0,Google,0,Closed Won
L13569,Kevin Gilbert,Hogan-Martin,Growth Lead,Healthcare,Asia,1,1.0,891,0,Direct Traffic,1,Closed Won
L13570,Jessica Thompson,Schmidt PLC,Sales Director,Technology,Europe,2,2.0,205,0,Direct Traffic,0,Closed Won
L13571,Randy Green,Combs-Robertson,Business Development Executive,Healthcare,Asia,0,0.0,0,0,Olark Chat,0,Prospecting
L13572,Elizabeth Miller,"Miller, Watson and Harrington",Sales Director,Finance,Asia,7,3.5,1379,0,Organic Search,0,Proposal
L13573,Patricia Rangel,Lee LLC,Chief Product Officer,Finance,Oceania,12,3.0,68,1,Google,0,Prospecting
L13574,Danielle Sanchez,Garcia-Kelly,Growth Lead,Retail,North America,0,0.0,0,0,Olark Chat,0,Closed Won
L13575,Joanne May,"Lawson, Walsh and Peterson",Chief Product Officer,Technology,Africa,5,5.0,579,1,Organic Search,1,Negotiation
L13576,Julian Watson,Burke-Jordan,Sales Director,Healthcare,Europe,4,4.0,252,0,Organic Search,0,Qualification
L13577,Brad Lee,Mercado LLC,Head of Sales,Retail,Africa,3,3.0,14,1,Direct Traffic,0,Prospecting
L13578,Michael Collins,Stanton-Norris,Marketing Manager,Technology,South America,10,5.0,278,0,Referral Sites,0,Qualification
L13579,Michelle Carlson,Sanchez Group,Sales Director,Manufacturing,Oceania,17,3.4,75,1,Olark Chat,0,Prospecting
L13580,Desiree Coffey,Garza and Sons,Chief Product Officer,Consulting,Oceania,10,1.43,887,2,Direct Traffic,0,Qualification
L13581,Kimberly Fry,Flores-Roth,Growth Lead,Software,Oceania,11,2.75,702,0,Direct Traffic,1,Qualification
L13582,Tammy Forbes,Crawford Inc,Growth Lead,Technology,Europe,7,3.5,133,0,Organic Search,0,Closed Lost
L13583,Lynn Bernard,Vazquez-Davis,Head of Sales,Manufacturing,North America,4,4.0,332,0,Google,0,Proposal
L13584,Adam Bailey,Castro-Little,Growth Lead,Manufacturing,South America,6,1.5,1158,0,Olark Chat,1,Proposal
L13585,Lisa Zimmerman,Harding-Long,Revenue Ops Analyst,Finance,South America,0,0.0,0,0,Olark Chat,0,Prospecting
L13586,Gary Sanchez,"Castro, Hall and Fry",Revenue Ops Analyst,Retail,Asia,4,4.0,239,0,Google,0,Qualification
L13587,Vanessa Ellis,"Sims, Scott and Kaufman",Account Manager,Software,Europe,1,1.0,322,0,Direct Traffic,0,Qualification
L13588,Steven Price,"Kelley, Williams and Lopez",Business Development Executive,Finance,South America,3,3.0,301,0,Google,0,Qualification
L13589,Reginald Moore,Gordon PLC,Revenue Ops Analyst,Manufacturing,Oceania,0,0.0,0,1,Olark Chat,0,Qualification
L13590,Christopher Rodriguez,Klein Ltd,Sales Director,Healthcare,Asia,4,2.0,161,0,Direct Traffic,0,Negotiation
L13591,Benjamin Cook,"Vasquez, Jenkins and Garrett",Marketing Manager,Consulting,Asia,5,1.25,100,0,Direct Traffic,0,Prospecting
L13592,Benjamin Stewart,Kim-Nelson,Chief Product Officer,Finance,Oceania,2,2.0,59,0,Google,0,Prospecting
L13593,Chad Morse,"Salinas, Ortiz and Blake",Chief Product Officer,Healthcare,Europe,2,2.0,1494,0,Google,1,Prospecting
L13594,Teresa Cox,Andrews Group,Sales Director,Retail,Oceania,4,4.0,181,1,Organic Search,0,Qualification
L13595,Patrick Jackson,Novak-Wilson,Head of Sales,Healthcare,Europe,0,0.0,0,0,Olark Chat,1,Prospecting
L13596,Adam Mitchell,Williams-Nguyen,Head of Sales,Software,Europe,0,0.0,0,0,Olark Chat,0,Negotiation
L13597,Diana Sellers,Middleton Inc,Revenue Ops Analyst,Finance,Africa,3,3.0,452,0,Organic Search,0,Qualification
L13598,David Palmer,Tran-Anderson,Account Manager,Healthcare,South America,2,2.0,866,0,Direct Traffic,0,Qualification
L13599,Lori Villarreal,Martin Ltd,Marketing Manager,Manufacturing,Oceania,0,0.0,0,0,Reference,1,Closed Won
L13600,Johnathan Hale,French Ltd,Marketing Manager,Retail,Africa,3,3.0,265,0,Google,0,Qualification
L13601,Pamela Riggs,Perez Inc,Head of Sales,Retail,Asia,14,2.8,470,1,Direct Traffic,0,Proposal
L13602,Patrick Lee,"Brooks, Davidson and Williams",Revenue Ops Analyst,Manufacturing,Asia,4,2.0,921,4,Google,1,Prospecting
L13603,Robert Harris,Thomas Ltd,Growth Lead,Finance,Europe,6,6.0,23,1,Direct Traffic,1,Proposal
L13604,Marissa Jackson,Mack-Lawrence,Marketing Manager,Retail,Asia,3,1.5,206,0,Organic Search,0,Prospecting
L13605,Mr. Samuel Wallace,"Martinez, Rubio and Zimmerman",Revenue Ops Analyst,Finance,Europe,2,2.0,1124,1,Google,0,Qualification
L13606,Michael Aguilar,Patterson-White,VP of Marketing,Retail,Oceania,4,4.0,1373,1,Direct Traffic,1,Closed Lost
L13607,Crystal Johnson,Matthews-Rodriguez,Revenue Ops Analyst,Finance,Europe,3,1.5,1222,1,Google,0,Closed Won
L13608,Stephen Cruz,Johnson PLC,Growth Lead,Healthcare,North America,2,2.0,245,0,Direct Traffic,0,Qualification
L13609,Tony Burke,Nunez PLC,Head of Sales,Manufacturing,South America,3,3.0,50,0,Google,0,Prospecting
L13610,Amanda Sanchez,Gray-Christensen,Head of Sales,Software,Oceania,12,3.0,1452,1,Google,0,Qualification
L13611,Eric Alvarez,"Smith, Carr and Long",Sales Director,Software,Europe,4,4.0,894,0,Google,1,Closed Won
L13612,Kristy Avila,Carlson-Waters,Business Development Executive,Retail,Europe,0,0.0,0,0,Olark Chat,0,Qualification
L13613,Nicole Miller,Lowery PLC,Marketing Manager,Healthcare,Oceania,3,3.0,62,1,Direct Traffic,0,Qualification
L13614,Melanie Olson,Zimmerman-Chavez,Chief Product Officer,Healthcare,Oceania,5,5.0,22,1,Organic Search,0,Closed Lost
L13615,Gary Carter,Cooper-Bell,Account Manager,Retail,Oceania,6,6.0,1189,0,Organic Search,0,Closed Lost
L13616,Amber Gray,Osborne-Foley,Chief Product Officer,Software,Oceania,3,3.0,1608,0,Direct Traffic,0,Qualification
L13617,Tony Moore,"Brown, Sampson and Casey",VP of Marketing,Consulting,Oceania,3,3.0,1905,0,Google,1,Proposal
L13618,Jeremy Delgado,Reyes-Mitchell,VP of Marketing,Software,Europe,6,6.0,1975,1,Google,1,Prospecting
L13619,Sarah Johnson,"Moreno, Stout and Howard",Sales Director,Finance,Asia,0,0.0,0,1,Olark Chat,0,Qualification
L13620,Jose Perez,Fisher and Sons,Growth Lead,Manufacturing,Europe,4,2.0,230,0,Google,0,Proposal
L13621,John Roberts,Sims-Dorsey,Chief Product Officer,Retail,Europe,7,7.0,166,0,Referral Sites,0,Proposal
L13622,Victor Leblanc,Harris-Tate,VP of Marketing,Consulting,Asia,6,6.0,208,1,Referral Sites,0,Closed Lost
L13623,Kayla Mckinney,"Mendez, Clark and Aguilar",Revenue Ops Analyst,Healthcare,Asia,1,1.0,798,0,Olark Chat,1,Prospecting
L13624,Mark Larson,Clark-Merritt,VP of Marketing,Retail,Africa,2,2.0,251,0,Google,1,Qualification
L13625,Kelly Mays,"Meadows, Hawkins and Phillips",Growth Lead,Healthcare,Asia,6,6.0,155,0,Google,0,Closed Won
L13626,Kyle Smith,Cox PLC,Business Development Executive,Consulting,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L13627,Alan Daniel,"Andrade, Golden and Neal",Business Development Executive,Healthcare,Europe,0,0.0,0,0,Olark Chat,0,Proposal
L13628,Wendy Sims,Coleman-Gay,Head of Sales,Software,South America,0,0.0,0,1,Olark Chat,0,Qualification
L13629,David Russo,"Lopez, Wallace and Green",Account Manager,Consulting,Asia,4,4.0,701,1,Google,1,Closed Lost
L13630,Allison Richmond,"Rhodes, Velasquez and Fry",Account Manager,Consulting,South America,1,1.0,1471,0,Olark Chat,0,Negotiation
L13631,Jon Rowe,"Perez, Ramirez and Meyer",Marketing Manager,Consulting,Oceania,0,0.0,0,0,Olark Chat,0,Prospecting
L13632,Katie Smith,"Davis, Hunt and Johnson",Sales Director,Consulting,North America,11,2.75,1054,0,Organic Search,1,Prospecting
L13633,Nancy Jones,Hartman LLC,Marketing Manager,Software,North America,1,1.0,1486,1,Reference,1,Closed Won
L13634,Susan Melton,Miller-Bishop,Head of Sales,Software,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L13635,Carlos Molina,Hayes Group,Chief Product Officer,Software,Oceania,4,4.0,685,1,Organic Search,0,Qualification
L13636,Heidi Bennett,Griffith-Rowe,Head of Sales,Finance,Europe,7,7.0,1126,1,Direct Traffic,1,Proposal
L13637,Daniel Phillips,Jenkins Group,Sales Director,Software,Europe,4,4.0,1286,1,Google,1,Qualification
L13638,Sheila Thompson,Leonard Ltd,VP of Marketing,Finance,Europe,4,4.0,1387,0,Google,1,Negotiation
L13639,Paul Rodgers,"Rosario, Luna and Wolf",Marketing Manager,Consulting,South America,1,1.0,353,3,Direct Traffic,0,Proposal
L13640,Debra Thomas,"Perry, Bray and Pearson",Growth Lead,Consulting,Oceania,2,2.0,779,0,Google,1,Prospecting
L13641,Brian Brewer,Brown-Johnson,Sales Director,Manufacturing,Europe,4,4.0,213,0,Google,0,Closed Won
L13642,Juan Miller,"Campbell, Brown and Morales",Revenue Ops Analyst,Consulting,South America,5,2.5,1123,0,Google,1,Proposal
L13643,John Howard,"Frost, Anderson and Webb",VP of Marketing,Manufacturing,Oceania,3,1.5,506,1,Direct Traffic,0,Negotiation
L13644,Daniel Sullivan,"Gaines, Donovan and Hall",Growth Lead,Finance,Asia,4,4.0,62,0,Google,1,Prospecting
L13645,Mark Craig,"Hart, Lewis and Conley",Business Development Executive,Manufacturing,Europe,4,2.0,464,0,Google,1,Qualification
L13646,Angela Owens,"Hernandez, Lee and Fleming",Revenue Ops Analyst,Consulting,Europe,5,5.0,676,0,Google,1,Qualification
L13647,Megan Walker,Lawson Group,Account Manager,Software,Europe,6,6.0,239,1,Google,0,Qualification
L13648,David Wilkinson,Silva-Rodgers,Account Manager,Finance,South America,2,2.0,593,0,Direct Traffic,0,Prospecting
